listing_id,clean,location,beach,host,comfortable,close,pool,space,quiet,beautiful,restaurant,quick,neighborhood,kitchen,friendly
8322478,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
8322874,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8324985,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8326389,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8327124,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8327302,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8327772,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0
8327773,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8328410,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8336042,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1
8336228,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0
8337340,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
8337703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8338356,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0
8339036,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0
8340498,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
8341556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8343038,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8343222,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
8351419,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8351923,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0
8352103,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1
8352275,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0
8353031,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0
8354383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8355466,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
8355807,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0
8356380,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1
8356445,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0
8363877,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0
8364949,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0
8365172,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8367486,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
8368794,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
8369401,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
8369895,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
8370236,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
8370844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8370952,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
8371055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8372568,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
8373265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8380167,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
8381886,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0
8381953,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0
8382660,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8385108,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8385284,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8385444,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8387546,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1
8388533,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0
8388864,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1
8389302,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8389915,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0
8390383,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1
8390818,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1
8392313,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
8392929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8398955,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1
8400688,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
8402207,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
8402408,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0
8402732,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8402953,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8403327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8403945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8404265,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8405978,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
8408898,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
8409178,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0
8409459,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0
8409750,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0
8409926,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8409941,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8409949,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8409975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8410028,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
8410347,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
8411606,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0
8416015,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
8418650,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
8420870,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8422876,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
8422925,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1
8423582,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8423636,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8424532,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0
8425013,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8426584,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1
8426694,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0
8426749,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
8426827,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8426874,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8427091,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
8427179,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8427205,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1
8427638,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
8429035,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8429396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8429604,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
8429764,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
8431932,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
8438090,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1
8438267,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8438775,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
8439145,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8440352,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0
8442940,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0
8442997,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8444227,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
8445493,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
8446541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8454437,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8455007,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0
8455435,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
8456825,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1
8456859,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
8458210,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8464365,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
8469735,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8470281,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8472069,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1
8472083,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0
8472927,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
8473811,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8474113,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0
8474183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8474452,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0
8479277,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1
8479799,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
8480087,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8480556,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8482847,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8487735,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0
8488895,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1
8489712,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
8497940,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8499631,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0
8499719,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
8500048,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
8501574,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0
8503556,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
8504263,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8504666,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
8505940,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8506013,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0
8506283,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0
8506745,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8506757,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8507062,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
8507768,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
8515408,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8516438,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1
8518622,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8518679,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0
8520094,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0
8520295,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1
8520901,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0
8522395,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8522933,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8523803,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0
8524146,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8524349,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8524982,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0
8530517,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8532358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8532763,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8533225,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1
8533375,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0
8533457,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
8533583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
8534697,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
8535434,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0
8536270,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
8537894,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8538325,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8541991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8542873,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8547691,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8548067,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8548763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8548971,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8549096,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0
8551206,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0
8552070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8554141,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
8554567,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0
8555250,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8555509,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8555872,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1
8558627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8565105,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
8565153,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
8565299,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8567050,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0
8568094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8568826,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8570726,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
8576907,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0
8580033,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1
8581257,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0
8581657,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
8582599,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1
8583203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8588621,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
8589668,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
8589729,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8592302,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0
8592609,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
8592877,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1
8593798,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1
8595036,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1
8595149,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
8595304,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
8595394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8596320,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
8597021,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
8608064,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0
8608243,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
8611817,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
8612362,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
8612922,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1
8612967,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8613175,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8613762,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0
8614204,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
8614388,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0
8614751,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0
8615062,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0
8615179,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0
8616488,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1
8617633,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
8621133,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0
8622301,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0
8624104,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
8624898,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1
8627561,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0
8627731,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0
8627921,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8628309,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
8628425,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
8628860,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8630662,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
8630702,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0
8632651,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0
8637174,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0
8643360,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0
8644874,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1
8646618,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0
8647773,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
8649257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8650854,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8651132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8651887,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
8652556,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
8653346,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8654619,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
8662518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8663006,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1
8663101,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8664543,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
8664611,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
8664965,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8666770,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8666980,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1
8667280,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8668392,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
8668966,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0
8671663,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8671908,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8672280,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8672607,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8684315,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
8684508,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
8684886,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0
8685444,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
8685652,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
8685716,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
8685750,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0
8685766,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8685817,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8685898,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8686344,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
8687556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8688783,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8689532,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
8689632,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8693545,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0
8701367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8703710,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
8703711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8703888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8704213,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1
8704528,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0
8704710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8706915,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
8710652,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0
8712309,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
8717068,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
8717641,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1
8717758,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8718913,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8719522,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8720718,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0
8720923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8721870,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8724077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8729771,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0
8729960,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1
8731667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8732121,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8733472,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8734202,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
8735399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8735904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8737315,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
8737483,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8739326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8739642,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0
8739779,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8741917,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
8743145,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8749247,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8750772,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0
8753832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8754560,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
8756116,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0
8757763,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
8760442,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
8760450,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
8762135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8762967,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1
8763366,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
8763407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8763502,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
8763529,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1
8763620,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
8764617,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
8772596,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
8772654,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0
8773533,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0
8774554,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
8774600,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0
8774687,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0
8775493,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1
8775500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8776339,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8776479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8777936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8780307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8780358,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0
8781991,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1
8782401,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0
8783699,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0
8785768,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1
8791898,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0
8792322,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
8793166,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8793569,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0
8794140,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
8794937,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0
8796283,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0
8799100,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
8799162,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
8799559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8801250,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
8802052,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0
8806104,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8806671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8806783,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
8810937,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0
8811368,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8813306,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0
8813451,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8814039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8814215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8814936,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1
8815837,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1
8819442,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8820178,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8822479,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8823897,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1
8824905,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
8825297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8826075,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8826503,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
8827052,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0
8830015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8830825,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
8831116,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1
8838932,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1
8838957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8843681,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8843995,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0
8844402,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0
8845441,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0
8845805,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
8845951,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8846293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8847542,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
8847951,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8857842,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
8858228,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
8859249,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
8860277,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0
8861269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8864262,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
8865499,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8866178,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
8866335,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
